SubType,Rent,Rooms,Area_m2,Zip,Lat,Lon,Floor,Year_Built,is_renovated,Balcony,Elevator,Parking,View,Fireplace,Child_Friendly,CableTV,New_Building,Minergie,Wheelchair
FLAT,1500.0,2.5,51.0,4055,47.5663154,7.561472800000001,4.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1618.0,3.5,77.0,4053,47.54468730000001,7.588369399999999,2.0,1996.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1750.0,3.5,92.0,4057,47.56849,7.5944784,3.0,1980.0,0,1,1,0,0,0,0,1,0,0,0
FLAT,1850.0,3.0,75.0,4056,47.5662825,7.575224100000001,0.0,1936.0,0,1,0,0,1,0,0,1,0,0,0
FLAT,1606.0,3.0,78.0,4052,47.5544896,7.610367899999999,3.0,1898.0,1,0,0,0,0,0,0,1,0,0,0
FLAT,6600.0,6.0,250.0,4051,47.5564217,7.585351500000001,3.0,1996.0,0,1,0,0,1,1,0,0,0,0,0
FLAT,1950.0,3.5,70.0,4052,47.5549156,7.608278299999999,0.0,1996.0,1,1,0,0,0,0,0,1,0,0,0
FLAT,2500.0,5.5,110.0,4053,47.54045,7.59981,6.0,1961.0,0,1,1,0,1,0,0,1,0,0,0
FLAT,1885.0,2.0,57.0,4057,47.5660758,7.592700000000001,2.0,1975.0,1,0,1,0,0,0,0,0,0,0,0
FLAT,1170.0,1.0,33.0,4053,47.5422278282396,7.5918237129421,3.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
STUDIO,1395.0,1.0,30.0,4057,47.5665076,7.5877656,1.0,1961.0,1,1,0,1,1,0,0,0,0,0,0
FLAT,1400.0,2.0,41.0,4054,47.55482,7.573402599999999,1.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1969.0,2.5,60.0,4125,47.5839359166853,7.65219686521395,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
STUDIO,1100.0,1.0,30.0,4058,47.56224,7.59461,3.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1920.0,2.5,66.0,4054,47.5457684,7.5575937,0.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,3543.0,4.5,122.0,4125,47.56890858915467,7.6366138532120305,3.0,2017.0,0,1,1,0,0,0,1,0,0,0,0
FLAT,1480.0,2.5,45.0,4056,47.5717223047555,7.57687113000411,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1500.0,1.5,52.0,4057,47.569169992336,7.59163073905836,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,940.0,1.0,28.0,4058,47.5676503728591,7.59733420502304,5.0,1996.0,0,0,1,1,0,0,0,1,0,0,0
FLAT,1880.0,2.5,55.0,4051,47.5555639,7.588046099999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,1250.0,1.5,90.0,4056,47.5648417,7.5765115,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2250.0,3.5,104.0,4058,47.5685142,7.6019162,5.0,1996.0,0,0,0,0,0,0,1,0,0,0,0
FLAT,1539.0,2.5,47.0,4057,47.57971954345703,7.589985847473145,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,850.0,1.0,19.0,4057,47.56655629999999,7.593365700000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1395.0,2.0,47.0,4057,47.5665076,7.5877656,2.0,1961.0,0,0,1,0,0,0,0,1,0,0,0
FLAT,1550.0,1.5,30.0,4054,47.549895,7.577756099999999,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1470.0,2.0,40.0,4057,47.5671501159668,7.595059394836426,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1520.0,2.0,49.0,4056,47.56521606445312,7.582330703735352,2.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1430.0,2.0,51.0,4054,47.5515635,7.564533099999999,3.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,1500.0,1.5,33.0,4001,47.5567152,7.587982900000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1590.0,1.5,20.0,4053,47.53873189999999,7.5983719,0.0,1996.0,1,0,1,0,0,0,1,1,0,0,0
FLAT,1350.0,1.0,18.0,4053,47.53873189999999,7.5983719,0.0,1996.0,1,0,1,0,0,0,0,1,0,0,0
FLAT,1890.0,3.5,84.0,4058,47.5652793,7.6118983,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1175.0,2.0,62.0,4055,47.5605368,7.5644711,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,3.5,72.0,4052,47.5536944,7.616021,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,4180.0,4.5,135.0,4058,47.5621257,7.5893737,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1800.0,4.0,83.0,4125,47.58458890000001,7.655243899999999,3.0,1971.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1750.0,3.5,70.0,4052,47.54856580000001,7.608821,2.0,1996.0,0,1,1,0,0,0,0,1,0,0,0
FLAT,2250.0,4.0,140.0,4054,47.5513590203103,7.56858766738302,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1675.0,3.0,61.0,4057,47.5673141,7.5961829,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1900.0,2.5,60.0,4053,47.5407320374292,7.59758271103304,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1650.0,1.0,69.0,4058,47.5670439,7.6066237,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3650.0,5.0,125.0,4001,47.5567741394043,7.589119911193848,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2690.0,2.5,65.0,4051,47.55377197265625,7.586199283599854,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2455.0,3.5,120.0,4052,47.5528778,7.6029844,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,4650.0,5.5,155.0,4052,47.5502479,7.6049495,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,685.0,1.0,30.0,4057,47.5831766,7.5937726,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
OTHER_TYPE,300.0,1.0,10.0,4058,47.56789397569438,7.610531124928911,-1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1235.0,2.0,47.0,4056,47.5671804,7.576158699999999,3.0,1962.0,0,1,0,1,1,0,1,1,0,0,0
FLAT,2250.0,4.5,97.0,4053,47.5407320374292,7.59758271103304,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1440.0,3.0,61.0,4055,47.5593267,7.5703056,3.0,1996.0,0,0,1,0,0,0,0,0,0,0,0
SINGLE_ROOM,850.0,1.0,18.0,4053,47.5353698,7.6036343,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1400.0,2.0,58.0,4054,47.5513590203103,7.56858766738302,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,450.0,1.0,14.0,4001,47.5567741394043,7.589119911193848,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2490.0,4.5,125.0,4153,47.5130915,7.5975784,2.0,1988.0,0,1,0,1,0,0,0,1,0,0,0
FLAT,2520.0,4.5,128.0,4153,47.5136661,7.5983236,2.0,1988.0,0,1,0,1,0,0,0,1,0,0,0
FLAT,1790.0,4.5,130.0,4127,47.5552242,7.6184029,2.0,1996.0,0,1,0,1,1,1,0,0,0,0,0
FLAT,1430.0,4.5,70.0,4435,47.40655136108398,7.754318714141846,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,2295.0,4.5,121.0,4153,47.4937282,7.5759566,0.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1850.0,4.5,97.0,4431,47.4068076917471,7.78469704829729,0.0,1996.0,0,1,0,1,1,0,0,1,0,0,0
FLAT,1100.0,2.5,46.0,4438,47.3514732,7.766122,0.0,1996.0,0,1,0,1,1,0,0,1,0,0,0
FLAT,1610.0,3.5,66.0,4402,47.5081099,7.7166704,0.0,1996.0,0,1,1,1,1,0,0,1,1,0,1
FLAT,2480.0,4.5,89.0,4147,47.4873374182684,7.60435469490321,2.0,2025.0,0,1,1,1,1,0,0,0,1,1,0
FLAT,2480.0,4.5,89.0,4147,47.4873374182684,7.60435469490321,2.0,2025.0,0,1,1,1,1,0,0,0,1,1,0
FLAT,2490.0,4.5,90.0,4153,47.4878144066896,7.60441567114552,2.0,2025.0,0,1,1,1,1,0,0,0,1,1,0
FLAT,1550.0,2.5,57.0,4450,47.4679404,7.812779,2.0,1996.0,0,1,1,1,1,0,1,0,1,0,0
FLAT,1940.0,3.5,62.0,4132,47.5336316828364,7.64517327065113,2.0,2025.0,0,1,1,1,1,0,1,0,1,0,0
FLAT,2220.0,3.5,68.0,4132,47.5337062269394,7.6452625505556,4.0,2025.0,0,1,1,1,1,0,1,0,1,0,0
FLAT,3220.0,4.5,120.0,4153,47.511329,7.5974006,0.0,1994.0,1,1,0,0,1,0,0,0,0,0,0
FLAT,2530.0,3.5,95.0,4410,47.4813520750867,7.72273132461802,2.0,2022.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1880.0,3.0,76.0,4147,47.4683347,7.5945409,3.0,1996.0,0,1,1,1,0,0,1,1,1,0,0
FLAT,2150.0,4.5,93.0,4402,47.501037,7.718172999999999,5.0,1985.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,3188.0,4.5,92.0,4102,47.5379528,7.570991899999999,0.0,1996.0,0,0,1,1,0,0,0,0,0,0,0
FLAT,1990.0,4.0,85.0,4410,47.4889962,7.7232323,2.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,1730.0,4.5,86.0,4133,47.519292,7.6834971,3.0,1972.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,1990.0,2.5,65.0,4132,47.5266501809897,7.65409606675681,0.0,2024.0,0,1,1,0,1,0,0,0,0,0,0
OTHER_TYPE,2050.0,6.0,120.0,4202,47.45262557116317,7.604788920895547,0.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
SINGLE_HOUSE,3900.0,7.0,240.0,4142,47.52367,7.61888,0.0,1994.0,0,1,0,1,1,0,1,1,0,0,0
FLAT,2800.0,5.5,118.0,4102,47.5409485,7.5767962,2.0,1971.0,1,1,1,1,0,0,0,1,0,0,0
SINGLE_HOUSE,3060.0,5.0,100.0,4142,47.51253040556835,7.619972264860695,0.0,1599.0,1,1,0,1,1,0,1,0,0,0,0
SINGLE_HOUSE,2700.0,4.5,98.0,4147,47.4722512,7.5948845,0.0,1962.0,1,1,0,1,0,0,1,0,0,0,0
LOFT,2999.0,4.5,138.0,4123,47.5411636,7.533236499999999,3.0,1960.0,1,0,1,1,1,0,1,0,0,0,1
ROW_HOUSE,3200.0,5.5,124.0,4123,47.5449257,7.5536819,0.0,1980.0,1,1,0,1,0,0,1,0,0,0,0
FLAT,1695.0,2.5,72.0,4203,47.4422571,7.5892014,1.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1895.0,3.5,100.0,4416,47.4501385230015,7.73588188601674,3.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
FLAT,1950.0,4.5,120.0,4460,47.455765155555504,7.857631422222219,1.0,1980.0,1,1,0,1,0,0,0,0,0,0,0
OTHER_TYPE,2280.0,3.5,98.0,4142,47.5189170415648,7.61401876218965,0.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,2350.0,3.5,85.0,4127,47.5538561000566,7.62795026423692,1.0,1996.0,0,1,1,1,0,0,0,0,0,0,1
ROW_HOUSE,4100.0,6.5,147.0,4153,47.4964938101764,7.59425555455179,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1700.0,3.0,100.0,4458,47.3849677489647,7.82037394668988,1.0,1996.0,0,0,0,1,0,0,0,0,0,0,0
SINGLE_HOUSE,2100.0,3.0,90.0,4460,47.46602630615234,7.857739448547363,0.0,1996.0,1,0,0,1,0,0,0,0,0,0,0
FLAT,2150.0,3.5,78.0,4102,47.5409485,7.5767962,2.0,1971.0,1,1,1,1,0,0,0,1,0,0,0
ROW_HOUSE,3920.0,5.5,200.0,4147,47.4683743098118,7.59442119716694,0.0,2021.0,0,0,0,1,0,0,0,0,0,0,0
SINGLE_HOUSE,1500.0,5.0,88.0,4450,47.4643945,7.810661,0.0,1938.0,0,1,0,1,1,1,1,0,0,0,0
FLAT,3180.0,3.5,102.0,4102,47.538087,7.560676499999999,1.0,2017.0,1,1,1,1,1,0,0,0,0,1,0
DUPLEX,2950.0,4.5,137.0,4142,47.5191641596828,7.60202153564978,1.0,2013.0,0,1,0,1,1,0,1,1,0,0,0
FLAT,1760.0,2.5,65.0,4153,47.4963522,7.593123,0.0,2022.0,1,1,1,0,0,0,1,0,0,0,0
FLAT,2628.0,4.5,112.0,4123,47.5489604,7.549596800000001,2.0,1976.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2590.0,3.5,89.0,4450,47.460527986444006,7.815723354096193,3.0,2014.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1500.0,2.5,42.0,4410,47.4926916,7.727893099999999,1.0,2023.0,0,1,1,0,0,0,1,0,1,0,1
SINGLE_HOUSE,3900.0,6.5,210.0,4104,47.5202001,7.551636799999999,0.0,1996.0,1,1,0,1,1,1,1,0,0,0,0
FLAT,2345.0,3.5,84.0,4102,47.541891121846,7.57505582252993,0.0,1996.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1930.0,3.5,57.0,4416,47.4486514,7.7362564,2.0,2024.0,0,1,1,0,1,0,1,0,1,0,1
ATTIC_FLAT,2200.0,3.5,85.0,4102,47.5442696,7.5576341,6.0,1970.0,1,1,1,1,0,0,0,0,0,0,0
FLAT,1890.0,4.5,82.0,4102,47.53821703384955,7.570151103804021,2.0,1996.0,1,1,0,0,0,0,0,0,0,0,0
FLAT,2390.0,4.5,99.0,4123,47.54762887584879,7.555650015544044,2.0,1996.0,1,1,0,1,0,0,1,0,0,0,0
ROOF_FLAT,1980.0,3.0,86.0,4104,47.51434,7.55739,3.0,1894.0,1,0,0,0,1,0,0,1,0,0,0
FLAT,1490.0,2.5,50.0,4102,47.53818539999999,7.570300799999998,1.0,1996.0,1,1,0,0,0,0,0,0,0,0,0
FLAT,1610.0,3.0,92.0,4127,47.554727,7.6200885,2.0,1996.0,0,0,1,1,0,0,1,0,0,0,0
DUPLEX,2197.0,4.0,92.0,4104,47.5202001,7.551636799999999,1.0,1992.0,1,1,0,1,1,0,1,0,0,0,0
DUPLEX,1950.0,3.0,82.0,4104,47.5202001,7.551636799999999,1.0,1992.0,1,1,0,1,1,0,1,0,0,0,0
ROW_HOUSE,2770.0,4.5,150.0,4422,47.509191,7.764721799999999,0.0,1996.0,0,1,0,1,0,0,1,0,0,0,0
ROOF_FLAT,1700.0,1.5,81.0,4415,47.4715071,7.7608106,2.0,1825.0,1,0,0,0,0,1,0,1,0,0,0
ROOF_FLAT,1640.0,2.5,60.0,4457,47.4051939,7.8104052,2.0,2024.0,0,0,0,0,1,0,0,0,1,0,0
FLAT,1650.0,3.0,69.0,4410,47.4958046,7.725030899999999,10.0,1996.0,1,1,1,1,1,0,1,1,0,0,0
FLAT,2178.0,3.5,90.0,4410,47.4863129686107,7.73448690856818,3.0,2016.0,0,1,1,0,1,0,0,0,0,0,1
FLAT,2890.0,4.0,131.0,4104,47.5148016,7.5589915,1.0,2004.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1681.0,3.0,75.0,4102,47.5305505921193,7.56969261560921,10.0,1964.0,0,1,1,0,1,0,0,0,0,0,0
FLAT,2135.0,3.5,87.0,4123,47.5504879,7.5413902,1.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,1750.0,3.0,70.0,4153,47.4906819,7.5894365,2.0,1996.0,1,1,0,0,1,0,0,0,0,0,0
FLAT,3500.0,6.5,155.0,4144,47.500456909245,7.61355629289765,2.0,1996.0,0,1,0,1,1,1,0,0,0,0,0
FLAT,2490.0,4.5,103.0,4450,47.460527986444006,7.815723354096193,0.0,2014.0,0,1,1,0,0,0,0,0,0,0,1
FLAT,700.0,1.0,18.0,4123,47.5446617,7.553047299999999,3.0,1926.0,0,0,0,1,1,0,1,1,0,0,0
FLAT,1930.0,3.5,78.0,4144,47.5001609438864,7.61405965594019,2.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,2311.0,4.5,98.0,4144,47.50071250000001,7.6125656,3.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,2700.0,5.5,119.0,4144,47.50074005126953,7.613700389862061,4.0,1996.0,0,1,1,1,1,0,0,0,0,0,0
FLAT,2487.0,4.5,108.0,4144,47.5005123,7.6141443,2.0,1996.0,0,1,1,1,1,0,0,0,0,0,0
FLAT,3100.0,4.5,111.0,4123,47.5544719193671,7.54938360391849,3.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
DUPLEX,1960.0,4.5,117.0,4418,47.39766299999999,7.6884885,0.0,1998.0,0,0,0,1,0,0,1,1,0,0,0
FLAT,2160.0,4.5,79.0,4103,47.5192703006525,7.56850620876087,1.0,1969.0,1,1,0,1,0,0,1,1,0,0,0
FLAT,1990.0,3.5,91.0,4450,47.4710452,7.8014774,1.0,2008.0,0,1,1,0,0,0,0,0,0,1,0
FLAT,1260.0,3.0,64.0,4455,47.4506467,7.8071331,1.0,1965.0,0,1,0,1,0,0,1,1,0,0,0
DUPLEX,3370.0,4.5,207.0,4142,47.53263322947194,7.611063109601748,2.0,2016.0,0,0,1,1,0,0,0,1,0,0,0
FLAT,2070.0,4.5,105.0,4450,47.4711094,7.8010666,2.0,2008.0,0,1,1,0,0,0,0,0,0,1,0
FLAT,2240.0,4.5,99.0,4147,47.4750100637138,7.59086125174387,2.0,1982.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,1450.0,2.5,62.0,4127,47.5519589726312,7.62342980258512,1.0,1996.0,0,0,0,1,0,0,1,1,0,0,0
FLAT,2090.0,3.5,78.0,4102,47.5287709,7.573722800000001,1.0,1979.0,0,1,0,1,0,0,1,1,0,0,0
FLAT,1939.0,3.5,93.0,4104,47.5198854002202,7.56406851990918,3.0,1990.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1930.0,3.5,85.0,4416,47.4483781798398,7.73551449890076,4.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3220.0,4.5,120.0,4153,47.511329,7.5974006,0.0,1994.0,1,1,0,0,1,0,0,0,0,0,0
FLAT,2270.0,3.5,93.0,4410,47.47977119999999,7.7307712,4.0,2006.0,0,0,1,1,0,0,0,1,0,0,1
FLAT,2813.0,4.5,120.0,4123,47.554609,7.5582308,0.0,1988.0,1,0,1,1,0,0,0,1,0,0,0
FLAT,1720.0,3.0,71.0,4127,47.5556000723857,7.63192646738724,11.0,1967.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,2760.0,5.5,128.0,4410,47.479654061222,7.73152422640066,2.0,2006.0,0,1,1,1,1,0,0,1,0,0,1
FLAT,2080.0,4.0,87.0,4127,47.5556000723857,7.63192646738724,13.0,1967.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1895.0,4.0,87.0,4123,47.5473814,7.554880399999999,6.0,1968.0,1,0,1,1,0,0,0,1,0,0,0
FLAT,2550.0,4.5,115.0,4410,47.4830872,7.749151899999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3990.0,6.0,176.0,4123,47.5471843,7.554096299999999,12.0,1968.0,1,0,1,1,0,0,0,1,0,0,0
FLAT,1695.0,3.0,77.0,4123,47.5471843,7.554096299999999,4.0,1968.0,1,0,1,1,0,0,0,1,0,0,0
FLAT,2700.0,3.5,107.0,4123,47.5553686920892,7.55719030793644,3.0,1988.0,0,1,1,1,0,1,1,1,0,0,0
FLAT,1960.0,2.5,74.0,4123,47.5550779,7.5570228,1.0,1988.0,0,1,1,1,0,0,1,1,0,0,0
FLAT,1680.0,3.0,78.0,4102,47.541506,7.573874500000001,3.0,1934.0,0,0,0,1,0,0,1,1,0,0,0
FLAT,2250.0,4.5,109.0,4147,47.4683743098118,7.59442119716694,1.0,1996.0,0,1,1,1,0,0,1,1,1,0,0
FLAT,2002.0,3.5,84.0,4410,47.47925086491242,7.749510600492978,3.0,2020.0,0,1,0,1,0,0,1,1,1,0,0
DUPLEX,2314.0,4.5,109.0,4147,47.4683743098118,7.59442119716694,2.0,1996.0,0,1,1,1,0,0,1,1,1,0,0
FLAT,2870.0,3.5,100.0,4148,47.4576908,7.592191,1.0,2020.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,2240.0,4.5,94.0,4142,47.5233261,7.616516300000001,2.0,1981.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,2014.0,3.5,81.0,4142,47.5233261,7.616516300000001,5.0,1981.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2850.0,5.5,128.0,4148,47.4591912,7.5896164,1.0,2024.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1899.0,4.5,87.0,4450,47.4632237,7.8089309,2.0,1978.0,1,1,0,0,0,0,0,0,0,0,0
FLAT,2190.0,4.5,89.0,4132,47.52829819999999,7.6497169,2.0,1996.0,0,0,0,1,0,0,0,1,0,0,0
FLAT,3950.0,7.0,160.0,4455,47.456514,7.8086597,0.0,1996.0,0,0,0,1,0,0,0,0,0,0,1
FLAT,1890.0,3.5,81.0,4142,47.5235247,7.616038999999999,1.0,1981.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,2094.0,3.5,84.0,4133,47.5187633129452,7.68274374355933,2.0,2006.0,0,0,1,1,0,0,0,0,0,0,0
FLAT,2390.0,3.5,76.0,4133,47.5210216845228,7.69144120015787,4.0,2021.0,0,1,1,0,1,0,0,0,0,0,0
FLAT,1190.0,1.0,20.0,4132,47.5340113442852,7.64493720796129,0.0,2025.0,0,1,1,1,1,0,0,1,0,0,0
FLAT,2670.0,4.5,103.0,4142,47.5110942,7.620757,2.0,1983.0,1,1,1,1,1,1,1,1,0,0,0
FLAT,2240.0,2.5,53.0,4142,47.5125740552342,7.6176658683781,2.0,1996.0,0,1,1,1,1,0,0,1,0,0,0
FLAT,1850.0,3.5,90.0,4142,47.5219073,7.620879799999999,3.0,1986.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1620.0,4.0,74.0,4142,47.5261338,7.6154634,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2600.0,4.5,107.0,4123,47.5454212702885,7.54386455905148,1.0,2009.0,0,0,1,1,0,0,0,1,0,0,0
FLAT,2460.0,4.5,115.0,4436,47.394091349411,7.75088306322084,0.0,1996.0,0,1,1,1,1,0,0,1,1,0,1
FLAT,2050.0,3.5,75.0,4132,47.5282269,7.645693399999999,2.0,2006.0,0,1,1,1,1,0,1,1,0,0,0
FLAT,1950.0,4.0,82.0,4153,47.49810069999999,7.595023500000001,1.0,1955.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,2670.0,3.5,90.0,4410,47.4814602504397,7.72214482367548,1.0,2023.0,0,1,1,0,1,0,0,0,0,0,0
FLAT,1960.0,3.5,91.0,4410,47.4765921,7.742892299999999,0.0,2003.0,1,0,1,1,0,0,0,1,0,0,0
FLAT,2820.0,3.5,92.0,4410,47.4816095947391,7.72253895386799,3.0,2023.0,0,1,1,1,1,0,0,1,0,1,1
ATTIC_FLAT,7300.0,6.0,170.0,4103,47.521968,7.578263,1.0,2020.0,0,1,1,1,1,0,0,0,0,0,0
FLAT,2050.0,4.0,87.0,4127,47.5573149019429,7.63169278660322,6.0,1967.0,1,0,0,0,0,0,0,0,0,0,0
DUPLEX,2210.0,3.5,142.0,4242,47.4225598,7.500606,3.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,2700.0,3.5,94.0,4133,47.5256246267512,7.6947035242679,19.0,2017.0,0,1,1,1,1,0,1,1,1,0,0
FLAT,2151.0,4.5,113.0,4147,47.4796661,7.6005172,1.0,1996.0,0,1,1,1,0,0,1,1,1,0,0
DUPLEX,2880.0,4.5,115.0,4123,47.5491577,7.5576813,0.0,2005.0,0,1,1,1,0,0,1,1,0,0,0
FLAT,2420.0,4.5,99.0,4147,47.4750100637138,7.59086125174387,0.0,1982.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,1980.0,3.5,78.0,4147,47.4748675,7.5907126,0.0,1982.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,1535.0,3.5,70.0,4450,47.463053,7.8088899,2.0,1978.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1750.0,4.0,82.0,4410,47.4876073418884,7.72602559765444,3.0,1971.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,1650.0,3.5,76.0,4402,47.5009926,7.7179605,1.0,1985.0,1,1,1,1,0,0,1,1,0,0,0
DUPLEX,3500.0,7.0,306.0,4451,47.4932549,7.825462099999998,1.0,1660.0,1,1,0,1,0,0,0,0,0,0,0
DUPLEX,2385.0,3.5,92.0,4123,47.5503537354507,7.53574413302549,2.0,2005.0,0,1,1,1,0,0,1,1,0,0,0
FLAT,2560.0,4.5,106.0,4410,47.4802280263598,7.74981223111088,4.0,2020.0,0,0,0,1,0,0,1,1,1,0,0
FLAT,3180.0,5.5,108.0,4102,47.5362513,7.575893199999999,0.0,1981.0,0,0,0,1,0,0,1,1,0,0,0
FLAT,1880.0,4.0,83.0,4102,47.5294146,7.569249300000001,0.0,1955.0,0,0,0,1,0,0,0,0,0,0,0
DUPLEX,2470.0,3.5,99.0,4123,47.5503537354507,7.53574413302549,2.0,2005.0,0,1,1,1,0,0,1,1,0,0,0
FLAT,1900.0,2.5,58.0,4127,47.5484520766065,7.62841718795365,3.0,2021.0,0,1,0,1,0,0,1,1,1,0,0
FLAT,2530.0,4.5,109.0,4147,47.4683743098118,7.59442119716694,2.0,1996.0,0,1,1,1,0,0,1,1,1,0,0
FLAT,1662.0,3.5,96.0,4418,47.3972121410833,7.68814563897997,3.0,1998.0,0,1,0,1,0,0,1,1,0,0,0
FLAT,1780.0,3.5,80.0,4142,47.5238995,7.6058778,2.0,1958.0,1,1,0,1,0,0,1,0,0,0,0
FLAT,2535.0,5.5,128.0,4415,47.4774608940581,7.75356863244205,4.0,2020.0,0,1,0,1,0,0,1,1,1,0,0
FLAT,2240.0,4.5,99.0,4142,47.5162925,7.604664000000001,1.0,1989.0,0,1,0,1,0,0,1,1,0,0,0
FLAT,3450.0,4.5,143.0,4102,47.5362513,7.575893199999999,3.0,1981.0,0,0,0,1,0,0,1,1,0,0,0
FLAT,1817.0,3.0,72.0,4132,47.5260856,7.6546477,2.0,1963.0,1,1,0,1,1,0,0,1,0,0,0
FLAT,2640.0,4.5,111.0,4410,47.4798188516829,7.72975085914269,7.0,2020.0,0,0,1,1,0,0,0,1,0,0,0
FLAT,2430.0,4.5,110.0,4410,47.4818767206375,7.73041601730993,3.0,1997.0,0,1,1,1,1,0,0,1,0,0,0
FLAT,1830.0,3.5,74.0,4410,47.4798188516829,7.72975085914269,3.0,2020.0,0,1,1,1,1,0,0,1,0,0,0
SINGLE_HOUSE,2850.0,6.0,160.0,4460,47.4611564120374,7.86662492681268,0.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,2500.0,3.5,90.0,4133,47.5222985,7.6948498,19.0,2016.0,0,1,1,1,1,0,0,1,0,1,0
FLAT,2050.0,3.5,94.0,4104,47.5198854002202,7.56406851990918,2.0,1990.0,0,0,0,0,0,0,0,0,0,0,0
